VideoID,Comments,Labels
Y-ZaFDWyZ38,Putin does not care what lies you tell. Putin is not affecting global food supply. This is sanctions from the west disrupting this.,FoxNews
Y-ZaFDWyZ38,"Speaking of ""tit for tat"" what ever happened with Stallwell and the Chinese spy?",FoxNews
Y-ZaFDWyZ38,"Sarmat is meant for you, not ukraine",FoxNews
Y-ZaFDWyZ38,He’s doesnt know what he’s talking about. Russians slaughtering the Ukrainian army. little progress they did make are tiny towns. Towns that had 480 people. And there flattened. Russians didn’t even want the town. DONT BELIEVE OUR U.S. News. ITS PROPAGANDA!!,FoxNews
Y-ZaFDWyZ38,What happened to Foxnews?  This is some idiotic stuff.,FoxNews
Y-ZaFDWyZ38,Fake news.,FoxNews
Y-ZaFDWyZ38,"Why does Putin keep taking down statues of American historical figures, and opening America's border to illegal immigration and drugs, and teaching American children to not get married and have children? Oh wait its the American government doing those things.",FoxNews
Y-ZaFDWyZ38,"The question is, when will Russia do a USofA?  The US has used far more devasting bombs in their conflicts and against sandal wearers than Russia has in Ukraine.",FoxNews
Y-ZaFDWyZ38,BS,FoxNews
Y-ZaFDWyZ38,Cavuto... The Democrat/CNN Shill.... He needs to go the way of Wallace.,FoxNews
Y-ZaFDWyZ38,I haven't seen the ru-bots this nervous since November 2020. 😬,FoxNews
Y-ZaFDWyZ38,"Your silly guest said he would vote for ""Biden clearly"" and then started saying that China has leverage on our politicians and then said that China doesn't like Trump and somehow this was why he's voting for Biden? Your prop is broken... He's speaking gibberish.",FoxNews
Y-ZaFDWyZ38,Now if we could get the owners of all the weapons production companies to pay a Wealth Tax. All that money is going to support Ukraine would be spent in the USA. 🤠 Debate for Democracy 🤠,FoxNews
Y-ZaFDWyZ38,Cavuto🤣🤣🤣🤣🤣,FoxNews
Y-ZaFDWyZ38,O' Say Can you SEE? ALL the support we the people are sending to Ukraine is in Weapons that we produce here in the USA. Money that pays US weapons production stimulates our economy. 🤠 Democracy 🤠,FoxNews
Y-ZaFDWyZ38,"Whay im out in ukriane becouse so many reason 
1 their not wellcome 
2 their not coperate 
3 and Ukraine exsperiencing what happen syiria as situstion also as condition in my observation",FoxNews
Y-ZaFDWyZ38,"NATO NATO NATO, Russia should just blow the 💩 out of Ukraine 👹😈👺 and end the war hahahahaha or lose Russia itself ⭕ 7, the US will DIE ⭕ 7 believe ME!",FoxNews
Y-ZaFDWyZ38,I WOULDN'T FOLLOW MAGINNIS TO THE JOB JOHNNY! WHO ARE THE REAL BAD GUYS? NATO? NOTICE THE TALKING-HEADS NEVER TALK ABOUT AMERICA'S MANUFTURING JOBS IN RED CHINA OR THE RED CHINA SUPPLY CHAIN! THEY THINK WE'RE STUPID!,FoxNews
Y-ZaFDWyZ38,Just keep poke'n the Bear... Propaganda isn't going to save Ukraine...,FoxNews
Y-ZaFDWyZ38,Stop the war in Russia and Ukraine and start worrying about China.If the idiot in the White House would stop giving our money to Ukraine the war would be over in 24 hours. Trump 2024 in the name of Jesus.amen.,FoxNews
Y-ZaFDWyZ38,"Good old Ron DeFascist won’t meet Biden but he sure had no problem taking that Biden aid 

Typical republican!",FoxNews
Y-ZaFDWyZ38,"This is all just a bunch of rhetoric to distract you from the massive failure of the counteroffensive. Why isn't Fox News talking about how Ukraine has lost forty thousand men since the beginning of the counter-offensive 3 months ago? Or how Russia has grown casualty averse while Ukraine is sending wave after wave of infantry to die or as they say ""human wave"" attacks. The Western world can hoot and holler all they want about successful drone attacks inside Russia. But it means nothing on the battlefield and on the battlefield Ukraine is still losing. And economically Russia is winning and the West is losing. Don't just trust me guys go look up the information yourself. It will blow your mind to find out how much you're being lied to.",FoxNews
Y-ZaFDWyZ38,"If you have conection with ukriane or with rusia whay you not speak with rusia or Ukraine , im scared nuklir war",FoxNews
Y-ZaFDWyZ38,Lot of Russian trolls on this site…..,FoxNews
Y-ZaFDWyZ38,"""axis of evil"" is so childish. More like axis against jewish power",FoxNews
Y-ZaFDWyZ38,Tit got tat? More like tit…kaboom followed by tat…kaboom!,FoxNews
Y-ZaFDWyZ38,"Praise be to Vishnu🕉 Once VIVEK RAMASWAMY becomes our national religious leader, hindu prayers will be the way every class begins across America!👳🏻‍♂️🕉",FoxNews
Y-ZaFDWyZ38,Smart chips stolen from u.s. and given or sold to Russia. Thats just fubar,FoxNews
Y-ZaFDWyZ38,"Vivek talking fast like he sampled WH baggie. Joking like a kid. Telling me what I want to hear. Clean, storybook. Reminds me of someone.",FoxNews
Y-ZaFDWyZ38,"Huh??! “Grift”, I guess, is a new, trendy word! It’s an “oatmeal” sounding word. Grift sounds like someone has too many graham crackers in their mouth. What weird word? 🤔",FoxNews
Y-ZaFDWyZ38,If almighty created human from clay then did you know also did you have knowledge from what almighty created animal on the sea like a fish also from what almighry created the tree on the land includ animal,FoxNews
Y-ZaFDWyZ38,The USA is falling globally because of corruption systemic racism bullying Diplomatic slavery against me✓ I'll be compensated sooner or later poisoned chemical dust stabbed public humiliation framed 🪟🖼️ failed diplomatic experiment safety and Liberty ✔️🗽💳,FoxNews
Y-ZaFDWyZ38,Vivek Ramaswamy will make brown skinned Hindus the ruling class in America! As it should have been years ago! 👳🏿🧕🏿👳🏿‍♂️🧕🏻👳🏻‍♂️🕉,FoxNews
Y-ZaFDWyZ38,BIDEN 2024 🇺🇸,FoxNews
Y-ZaFDWyZ38,WHO EXUDES AMERICAN SPIRIT AND WHO IS LIKE A USED CAR SALESMAN OUT OF KRISTI NOEM AND VIVEK.,FoxNews
Y-ZaFDWyZ38,TRUMP/NOEM 2024 AND GOP PATRIOT BENCHERS IN CABINET. MINUS DEEP STATE UNIPARTY RINOS.,FoxNews
Y-ZaFDWyZ38,Ukraine is making progress recapturing 250km while Russia holds on to 40 thousand kilometers it's almost 2 years just hold on. These people are such liars,FoxNews
Y-ZaFDWyZ38,HE WANTED HIM TO HATE ON TRUMP NOTICE 🤣 😊,FoxNews
Y-ZaFDWyZ38,Another unknown low ranking army desk jockey grifting on Fox😂,FoxNews
Y-ZaFDWyZ38,REPORTS VICEK GOT $1 BILLION IN PARTNER WITH CHINESE GOVERNMENT. HUNTER HAD SIMILAR DEAL.,FoxNews
Y-ZaFDWyZ38,Main stream propaganda,FoxNews
Y-ZaFDWyZ38,"To be on the safe side however, keep the Football away from Biden.",FoxNews
Y-ZaFDWyZ38,Bidens war. Fjb,FoxNews
Y-ZaFDWyZ38,I told you Russia won this war day one it got started theses clown are just pumping propaganda. Ukraine has been defeated a month ago. Look at the billions or US tax dollars launders back to the pockets of politicians and 100s of lives lost blame Biden and NATO for pure greed and corruption,FoxNews
Y-ZaFDWyZ38,I hope Russia blows the crap out of Ukraine.,FoxNews
Y-ZaFDWyZ38,You want to stop the Ukraine Russian war bomb Moscow,FoxNews
Y-ZaFDWyZ38,I wish we had a leader!!!!!! We had the one but we all know what happened with that!!!!!!,FoxNews
Y-ZaFDWyZ38,Iittle Joe have got to go!!!,FoxNews
Y-ZaFDWyZ38,Biden squashed Ukraine peace deal between parties early on. Uniparty can't steal money without war.,FoxNews
Y-ZaFDWyZ38,Thank you Pootin for revealing to the world that Russia is nothing more than a paper tiger  👍,FoxNews
Y-ZaFDWyZ38,I wouldn't meet Biden either,FoxNews
Y-ZaFDWyZ38,Never Was A Billionaire 🤥🤥🤥,FoxNews
Y-ZaFDWyZ38,"Lt. Col. Miginnis, I asked them (Putin and Zelensky) to talk before this began. Aside from prayer, I would really like them to stop. It's weighing most if not all of us who care about this down, including China.",FoxNews
Y-ZaFDWyZ38,Nothing said on Fox News should be believed without proof from the Legitimate News Media. $787.5 MILLION for LYING to Americans,FoxNews
Y-ZaFDWyZ38,Glad we have a Pro-Ukraine World,FoxNews
Y-ZaFDWyZ38,"oh, please. 🙉",FoxNews
Y-ZaFDWyZ38,Fox News is anti Biden propaganda for the benefit of the MAGAcult. MAGA is a MH disorder. Obviously,FoxNews
Y-ZaFDWyZ38,What a load of rubbish. Lies,FoxNews
Y-ZaFDWyZ38,No worries... Americans will be over there soon to help Ukraine shed some blood!,FoxNews
Av0Fkw1GAZE,"Russia is actively trying to gain voices in countries that help Ukraine, that echo the ""we should solve our own problems before helping Ukraine"" sentiments. Politicians and surrogates on the right, especially the more populist ones, worldwide have all been getting more vocal in framing help for Ukraine as something that takes away from solving internal issues. This false choice is a deception, helping Ukraine doesn't take away from solving border issues, both can be done at the same time, but framing this aid as if we need to choose between one or the other has been getting more effective in the US, where it's apparently easy to fool the voter with framing that originates in the Kremlin.",FoxNews
Av0Fkw1GAZE,bunch of chamberlain's in this comment section.,FoxNews
Av0Fkw1GAZE,The only way this will end is to stop Putin,FoxNews
Av0Fkw1GAZE,"The Murdoch's are always busy spreading stupid again and again, this time through MAGA puppet Ron Johnson of Wisconsin and their other paid minions.  FOX (fake) will always distribute deception and undermine America's security and stability; that is their business model and MAGA Republicans have signed on ..fully. Imagine the alternative universe our FOX (fake) friends live in without US military interventions.",FoxNews
Av0Fkw1GAZE,You find less productive and less paying things for people to do. Jobs are gone that used to pay well. Sure some exist but not like they used to,FoxNews
Av0Fkw1GAZE,Who cares about golf when the world is in tatters !!!,FoxNews
Av0Fkw1GAZE,Former platoon Sargent Ryan McBeth is a cyber security specialist.  Watch his videos on tricks the Russians use against us.,FoxNews
Av0Fkw1GAZE,Johnson is a disgrace. Reagan would spit in his treasonous face.,FoxNews
Av0Fkw1GAZE,"Fox cheerlead the 20+ years of wars in Iraq in Afghanistan. You want this war to end? Talk to Russia, they invaded.",FoxNews
Av0Fkw1GAZE,The war WILL NOT end if you sacrifice us to Russia.,FoxNews
Av0Fkw1GAZE,This is the lead in to demonize people so the crazies that want climate and enviroment change . Its all about the cow farts folks ... I wished they would measure the methane comin from vegan farts !!,FoxNews
Av0Fkw1GAZE,"Я за свободу слова и права не идти в армию в Украине и за то чтобы мы мирно жили, но без России и без казаков и без масонов!!!",FoxNews
Av0Fkw1GAZE,I think the beginning the  Biden administration purposely let Ukraine get destroyed in the beginning to cover up any evidence and I personally wouldn't be surprised it's a got some kickback money and I live a lot of this money that is being given to them recently for the war,FoxNews
Av0Fkw1GAZE,"I happily donate to Ukraine's relief efforts each month. Putin is a war criminal, but the pro-Putin side of Fox News has viewers convinced we should keep every dollar in the U.S. rather than save 100,000s of lives because pro-Putin Fox people tell them it's a waste. Why is Fox pro-Putin? They serve Trump, and Trump is buddies with Putin. Wish they would wake up and smell the propoganda coffee. Without helping Ukraine, we'd be in WW3 already, and many US soldiers would be fighting and dying now. So yes, send aid rather than American lives. So Trumplicans, stop being blind just because you're Biden-triggered. You don't have to like him. I heavily dislike Biden. But don't be a free shill for Putin. ALSO, HALF THESE COMMENTS AREN'T FROM AMERICANS. Putin pays BOT FARMS to pretend to be Americans to cause discourse, doubt Ukraine's innocence, and push for civil war. Don't fall for the informational warfare BS he's utilizing. Anyone pro-Putin is anti-democracy and anti-America.",FoxNews
